0 0.5005206 1.1044935490983515E-4 5
1 0.5019931428571428 0.001734937715755529 7
2 0.50022525 7.143947238246517E-5 8
3 0.5002253333333333 1.1326242880044563E-4 6
4 0.5002085 1.1458177574698417E-4 6
5 0.49837959090909095 9.782669888913278E-4 22
6 0.49973993103448267 4.585610389371497E-4 29
7 0.4996550526315788 0.0014625392209777174 38
8 0.49990668292682944 5.106765446311284E-4 82
9 0.4991383435114503 5.35490701780711E-4 131
10 0.4993879639639638 5.515928595506627E-4 111
11 0.4990702809917357 7.401494377834259E-4 121
12 0.4993515785714287 5.870167737892627E-4 140
13 0.5003345723270439 1.9921680751161847E-4 159
14 0.4995512010309281 4.262444854656507E-4 194
15 0.49943134659090876 2.6823010025666343E-4 176
16 0.4995984011627913 3.2639205151887765E-4 172
17 0.49991548022598853 2.8516972314683093E-4 177
18 0.4992943677419355 3.3982839135257635E-4 155
19 0.49945166086956533 3.170541719665532E-4 115
20 0.5006169347826085 5.920210968957917E-4 92
21 0.49954997260273976 3.638339613553705E-4 73
22 0.5001673195876291 5.320370231644563E-4 97
23 0.5002370937500001 3.1093576341044145E-4 64
24 0.49960074074074085 4.4185860722713375E-4 54
25 0.49862554545454524 0.0010718329376103604 44
26 0.5001369032258063 6.880612381392803E-4 31
27 0.5005084516129032 3.9749283036398633E-4 31
28 0.4991826071428572 8.400660095304897E-4 28
29 0.5001532352941177 5.2849921351417674E-5 17
30 0.49921099999999996 8.894476431415769E-4 14
31 0.5001503 5.4344794292243604E-5 10
32 0.496589 0.0025242941263576286 11
33 0.5027475555555556 0.0025859700904384015 9
34 0.5000144285714286 9.054645141552651E-5 7
35 0.5000704 1.838237199057801E-4 5
36 0.5001724444444444 8.188493130795222E-5 9
37 0.4999245 1.6165833311853603E-4 4
38 0.5006608571428571 3.612960419544793E-4 7
39 0.4975802 0.0026342820729754815 5
40 0.4998995 2.0049999999999232E-4 2
41 0.4999245 2.754999999999841E-4 2
42 0.5000836666666667 2.524548364449429E-4 3
43 0.499975 1.2499999999998623E-4 2
44 0.5002 0.0 1
45 0.50015 0.0 1
46 0.49992499999999995 2.2500000000000298E-4 2
50 0.5004759999999999 2.4999999999997243E-5 2
51 0.4998 0.0 1
52 0.4997 0.0 1
53 0.4998 0.0 1
58 0.500551 0.0 1
59 0.5002 0.0 1
61 0.500451 0.0 1
71 0.50015 0.0 1
72 0.500401 0.0 1
