0 0.5001 0.0 1
1 0.58608925 0.04228513043686279 4
2 0.526198625 0.029281367713553608 8
3 0.5002333333333333 3.0731814857639576E-5 6
4 0.49667599999999995 0.003575555947448358 3
5 0.6360438181818181 0.03298408250568976 11
6 0.5846245714285715 0.03341503721704706 14
7 0.5605366363636363 0.01924043880579626 22
8 0.5163941764705883 0.014609458535995278 17
9 0.5482892857142859 0.013184501277590119 42
10 0.5976336666666664 0.01961016454445599 39
11 0.55945815625 0.017564410926466302 32
12 0.5695741764705883 0.020536565509239303 34
13 0.5637912708333331 0.014021660454787215 48
14 0.5754417843137254 0.015048533316802429 51
15 0.5918269565217391 0.016571501763116767 46
16 0.5713616428571431 0.014914594406249487 42
17 0.5379096 0.013188031996275636 35
18 0.5341046428571429 0.015286313730983294 28
19 0.5736745238095238 0.016480884381407077 42
20 0.5853454615384617 0.020980177838964 26
21 0.538908 0.02364206157818447 10
22 0.5668898333333333 0.022456362255467658 24
23 0.54575 0.019862456987514973 17
24 0.5947079999999999 0.03991533145296428 7
25 0.6792551428571428 0.03472135363105518 7
26 0.541099 0.03625636556063867 6
27 0.5947082307692307 0.032606422506245895 13
28 0.5217548571428571 0.01561893369848118 7
29 0.527001 0.026851000000000014 2
30 0.596271 0.04971729340840209 7
31 0.681621 0.059539 2
32 0.50008775 1.6398697864971695E-4 4
34 0.499599 0.0 1
35 0.600446 0.09994499999999999 2
36 0.522118 0.0 1
37 0.500301 0.0 1
38 0.5244365 0.02448650000000002 2
39 0.535396 0.0 1
40 0.5 0.0 1
41 0.49975 0.0 1
42 0.56391 0.0 1
45 0.4999 0.0 1
46 0.5002504999999999 2.5049999999998684E-4 2
47 0.5002 0.0 1
52 0.693432 0.0 1
58 0.535377 0.034876011947086706 3
59 0.636619 0.0 1
61 0.518926 0.0 1
63 0.52974 0.0 1
